Age,Gender,District,Education_Level,Qualification,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Decision
22,Male,Galle,Diploma,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Unknown,Full-day,44983.0,Accepted
40,Male,Kegalle,Secondary/Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,52386.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,All-around,Hourly,31187.0,Rejected
25,Male,Puttalam,Diploma,NVQ Level 3,0.1,"Sinhala,English",Domestic support,Supervising,Hourly,0.0,Accepted
28,Female,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,29354.0,Rejected
21,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Hourly,38378.0,Rejected
20,Male,Kalutara,Diploma,NVQ Level 3,0.8,"Sinhala,English",Patient care,Supervising,Full-day,27619.0,Accepted
29,Male,Ratnapura,Diploma,NVQ Level 3,0.5,"Sinhala,English",Patient care,Supervising,Full-day,37228.0,Accepted
44,Female,Colombo,Diploma,NVQ Level 3,2.6,"Sinhala,English",Elderly care,All-around,Full-day,8458.0,Accepted
40,Female,Colombo,Short Course,NVQ Level 3,0.2,Sinhala,Elderly care,Looking after,Half-day,32471.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,All-around,Full-day,75151.0,Rejected
35,Female,Colombo,Short Course,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,107911.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,53412.0,Accepted
34,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.1,"Sinhala,English",Child care,Looking after,Half-day,82334.0,Accepted
45,Female,Colombo,Degree,"NVQ Level 4,Diploma in Caregiving",0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,100447.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,37704.0,Accepted
38,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,All-around,Full-day,63409.0,Rejected
36,Male,Gampaha,Short Course,Short caregiving course,1.5,"Sinhala,English",Elderly care,Looking after,Half-day,61724.0,Accepted
42,Female,Colombo,Diploma,NVQ Level 3,2.2,"Sinhala,English",Patient care,Supervising,Full-day,23432.0,Accepted
30,Male,Kegalle,Diploma,Diploma in Caregiving,2.5,"Sinhala,English",Patient care,Looking after,Half-day,49518.0,Accepted
49,Male,Kalutara,Diploma,NVQ Level 3,4.6,"Sinhala,English",Patient care,All-around,Full-day,51651.0,Accepted
52,Male,Monaragala,Diploma,Short caregiving course,4.5,"Sinhala,English",Disability care,Looking after,Full-day,54702.0,Accepted
30,Male,Kegalle,Diploma,Diploma in Caregiving,2.3,"Sinhala,English",Disability care,Supervising,Full-day,29721.0,Accepted
26,Female,Kalutara,Secondary/Short Course,Diploma in Caregiving,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,24116.0,Accepted
51,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",3.8,"Sinhala,English",Elderly care,Looking after,Full-day,73031.0,Accepted
41,Male,Colombo,Degree,Short caregiving course,3.0,"Sinhala,English",Elderly care,Looking after,Full-day,39742.0,Accepted
38,Female,Kalutara,Degree,"NVQ Level 3,Diploma in Caregiving",0.4,"Sinhala,English",Child care,Looking after,Half-day,43612.0,Accepted
27,Female,Hambantota,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Unknown,Full-day,42311.0,Rejected
29,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,Sinhala,Elderly care,Looking after,Live-in,56252.0,Rejected
35,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",2.8,"Sinhala,English",Elderly care,Looking after,Half-day,34866.0,Accepted
30,Male,Ratnapura,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,Looking after,Hourly,43877.0,Rejected
33,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,21250.0,Accepted
22,Female,Colombo,Diploma,NVQ Level 3,1.1,"Sinhala,English",Elderly care,All-around,Full-day,36637.0,Rejected
42,Female,Colombo,Degree,NVQ Level 3,0.2,"Sinhala,English",Elderly care,All-around,Half-day,32025.0,Accepted
40,Male,Colombo,Short Course,Short caregiving course,4.0,"Sinhala,English",Elderly care,Looking after,Half-day,53159.0,Accepted
21,Male,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Hourly,29178.0,Rejected
25,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,56314.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,46231.0,Rejected
37,Male,Matara,Secondary/Diploma,NVQ Level 3,2.3,"Sinhala,English",Elderly care,Looking after,Live-in,30963.0,Accepted
47,Male,Vavuniya,Diploma/Degree,Short caregiving course,1.7,"Sinhala,English",Disability care,"Looking after,Supervising",Live-in,28890.0,Accepted
43,Male,Monaragala,Diploma,NVQ Level 3,2.1,"Sinhala,English",Elderly care,All-around,Hourly,24382.0,Accepted
37,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.2,"Sinhala,English",Child care,Looking after,Half-day,45896.0,Accepted
36,Male,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,46621.0,Accepted
27,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,42053.0,Rejected
32,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,21990.0,Accepted
38,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",2.3,"Sinhala,English",Patient care,Looking after,Full-day,41790.0,Accepted
22,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,56371.0,Rejected
20,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,8414.0,Rejected
34,Male,Gampaha,Short Course,Short caregiving course,2.3,"Sinhala,English",Elderly care,Looking after,Half-day,31081.0,Accepted
30,Female,Kandy,Diploma,"NVQ Level 3,Diploma in Caregiving",2.5,"Sinhala,English","Elderly care,Child care",Looking after,Full-day,44203.0,Accepted
27,Male,Kegalle,Diploma,NVQ Level 3,2.4,"Sinhala,English",Disability care,Looking after,Half-day,33199.0,Accepted
39,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,34103.0,Rejected
35,Male,Colombo,Secondary/Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,65683.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,59471.0,Rejected
27,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,43984.0,Rejected
29,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,Sinhala,Elderly care,All-around,Full-day,53079.0,Rejected
26,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,22523.0,Accepted
32,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,93947.0,Accepted
49,Male,Matara,Secondary/Short Course,NVQ Level 3,4.0,"Sinhala,English",Elderly care,Looking after,Live-in,40273.0,Accepted
28,Male,Colombo,Short Course,Short caregiving course,3.3,"Sinhala,English",Disability care,Looking after,Half-day,68416.0,Accepted
43,Male,Gampaha,Secondary/Diploma,NVQ Level 3,4.6,"Sinhala,English",Elderly care,Looking after,Half-day,17522.0,Accepted
32,Male,Kegalle,Diploma,NVQ Level 3,4.1,"Sinhala,English",Patient care,Supervising,Full-day,22341.0,Accepted
39,Female,Kalutara,Diploma,NVQ Level 3,1.4,"Sinhala,English",Disability care,Looking after,Half-day,22233.0,Accepted
38,Male,Colombo,Short Course,Short caregiving course,4.4,Sinhala,Elderly care,All-around,Live-in,77506.0,Accepted
38,Female,Gampaha,Short Course,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,43440.0,Accepted
35,Male,Kalutara,Secondary/Diploma,NVQ Level 3,0.9,"Sinhala,English",Disability care,Looking after,Half-day,58.0,Accepted
26,Male,Gampaha,Short Course,NVQ Level 3,0.0,"Sinhala,English",Disability care,Looking after,Half-day,94324.0,Accepted
28,Male,Kegalle,Diploma,Diploma in Caregiving,2.9,"Sinhala,English","Patient care,Palliative care",Looking after,Hourly,639.0,Accepted
29,Male,Jaffna,Diploma,Diploma in Caregiving,3.8,"English,Tamil",Disability care,Supervising,Full-day,0.0,Accepted
37,Male,Kegalle,Diploma,NVQ Level 3,3.6,"Sinhala,English",Elderly care,Looking after,Full-day,44520.0,Accepted
24,Male,Kegalle,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,57914.0,Accepted
34,Male,Jaffna,Diploma,NVQ Level 3,3.7,"Sinhala,English,Tamil",Patient care,All-around,Hourly,56739.0,Accepted
20,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",2.5,"Sinhala,English",Elderly care,Looking after,Half-day,54632.0,Accepted
35,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.8,"Sinhala,English",Patient care,Looking after,Full-day,35962.0,Accepted
41,Male,Kalutara,Diploma,NVQ Level 3,0.4,"Sinhala,English",Disability care,Looking after,Half-day,23913.0,Accepted
36,Female,Colombo,Diploma,NVQ Level 3,2.6,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,51487.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,77364.0,Rejected
33,Female,Galle,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Unknown,Full-day,8395.0,Accepted
28,Female,Ratnapura,Degree,"NVQ Level 3,Diploma in Caregiving",0.1,"Sinhala,English",Elderly care,Looking after,Half-day,20749.0,Accepted
41,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",5.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,58987.0,Accepted
28,Male,Colombo,Short Course,NVQ Level 3,1.9,"Sinhala,English",Elderly care,Looking after,Full-day,0.0,Accepted
38,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,71835.0,Accepted
34,Female,Colombo,Short Course,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,12951.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Child care,Looking after,Half-day,18536.0,Accepted
40,Female,Kalutara,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.9,"Sinhala,English",Child care,Looking after,Half-day,65961.0,Accepted
43,Female,Colombo,Short Course,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Full-day,93422.0,Accepted
52,Male,Monaragala,Diploma,NVQ Level 3,3.0,"Sinhala,English","Elderly care,Disability care",All-around,Full-day,15748.0,Accepted
27,Female,Gampaha,Short Course,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,15774.0,Accepted
51,Male,Jaffna,Secondary/Short Course,NVQ Level 3,3.5,"Sinhala,English",Disability care,All-around,Live-in,38203.0,Accepted
31,Male,Gampaha,Diploma,NVQ Level 3,2.7,"Sinhala,English",Disability care,Looking after,Half-day,27326.0,Accepted
34,Female,Colombo,Degree,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,9774.0,Accepted
41,Male,Kegalle,Diploma,NVQ Level 3,3.3,"Sinhala,English","Elderly care,Disability care",Looking after,Full-day,62456.0,Accepted
30,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Child care,Looking after,Half-day,47856.0,Rejected
43,Male,Kalutara,Diploma,NVQ Level 3,5.0,"Sinhala,English",Disability care,Looking after,Full-day,49464.0,Accepted
37,Male,Gampaha,Short Course,NVQ Level 3,3.4,Sinhala,Elderly care,Looking after,Half-day,49657.0,Accepted
32,Male,Colombo,Diploma,NVQ Level 3,1.7,"Sinhala,English",Elderly care,Looking after,Full-day,45034.0,Accepted
39,Male,Gampaha,Diploma,Short caregiving course,3.1,"Sinhala,English",Elderly care,Looking after,Full-day,0.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Patient care,Supervising,Full-day,29987.0,Accepted
22,Female,Gampaha,Secondary/Diploma,NVQ Level 3,1.6,"Sinhala,English",Child care,Looking after,Half-day,24876.0,Accepted
48,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",3.8,"Sinhala,English",Elderly care,Looking after,Full-day,131647.0,Accepted
41,Female,Colombo,Short Course,NVQ Level 3,0.3,"Sinhala,English",Elderly care,All-around,Half-day,35231.0,Accepted
39,Male,Colombo,Diploma,Short caregiving course,2.0,"Sinhala,English",Elderly care,Looking after,Live-in,13288.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,2.0,"Sinhala,English",Elderly care,Looking after,Half-day,56184.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,3.3,"Sinhala,English",Elderly care,Looking after,Half-day,29982.0,Accepted
42,Female,Colombo,Diploma,NVQ Level 3,3.3,"Sinhala,English","Elderly care,Domestic support",All-around,Full-day,92037.0,Accepted
51,Female,Colombo,Diploma,NVQ Level 3,5.5,"Sinhala,English",Elderly care,Looking after,Full-day,77693.0,Accepted
30,Male,Kalutara,Diploma,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Hourly,35166.0,Accepted
25,Male,Ratnapura,Diploma,NVQ Level 3,2.2,"Sinhala,English",Patient care,Supervising,Full-day,0.0,Accepted
36,Female,Kalutara,Degree,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,44167.0,Accepted
31,Male,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,56027.0,Accepted
32,Male,Kalutara,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,48427.0,Accepted
21,Male,Gampaha,Short Course,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,83555.0,Accepted
30,Male,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,35003.0,Rejected
30,Male,Kegalle,Diploma,Diploma in Caregiving,3.2,"Sinhala,English",Disability care,Looking after,Full-day,73424.0,Accepted
48,Male,Jaffna,Diploma,Diploma in Caregiving,3.0,"English,Tamil",Disability care,All-around,Full-day,67741.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,18781.0,Rejected
26,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,21106.0,Rejected
47,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,39230.0,Accepted
38,Male,Vavuniya,Diploma/Degree,"First Aid Certificate,Diploma in Caregiving",3.9,"Sinhala,English",Disability care,"Looking after,Supervising",Full-day,46003.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,7528.0,Rejected
34,Male,Kegalle,Diploma,"NVQ Level 3,Diploma in Caregiving",5.1,"Sinhala,English",Disability care,Looking after,Half-day,35933.0,Accepted
30,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,75453.0,Accepted
37,Male,Colombo,Diploma,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Full-day,1964.0,Accepted
36,Male,Kegalle,Diploma,NVQ Level 3,0.1,"Sinhala,English","Patient care,Palliative care",Looking after,Hourly,0.0,Accepted
40,Female,Colombo,Degree,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Full-day,56715.0,Accepted
35,Male,Kegalle,Secondary/Diploma,Short caregiving course,2.8,"Sinhala,English",Disability care,Looking after,Live-in,51053.0,Accepted
35,Female,Colombo,Short Course,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Full-day,48483.0,Accepted
51,Male,Galle,Short Course,Short caregiving course,2.0,"Sinhala,English",Disability care,All-around,Full-day,29082.0,Accepted
46,Female,Kurunegala,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English",Child care,Looking after,Half-day,27490.0,Accepted
24,Male,Kegalle,Diploma,NVQ Level 3,1.5,"Sinhala,English",Disability care,Supervising,Full-day,46991.0,Accepted
29,Male,Kalutara,Diploma,NVQ Level 3,1.9,"Sinhala,English,Tamil",Patient care,Supervising,Hourly,49890.0,Accepted
31,Female,Colombo,Short Course,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,43804.0,Accepted
50,Female,Ratnapura,Degree,NVQ Level 3,2.1,"Sinhala,English",Patient care,Looking after,Full-day,53148.0,Accepted
33,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.8,"Sinhala,English",Child care,Looking after,Half-day,43977.0,Accepted
28,Male,Kurunegala,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Hourly,8552.0,Accepted
29,Female,Gampaha,Short Course/Degree,"NVQ Level 4,Diploma in Caregiving",1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,52286.0,Accepted
44,Female,Kalutara,Diploma,NVQ Level 3,0.9,"Sinhala,English",Child care,Looking after,Half-day,12527.0,Accepted
50,Female,Colombo,Diploma,NVQ Level 3,3.1,"Sinhala,English",Patient care,All-around,Full-day,42297.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Hourly,18616.0,Rejected
30,Male,Matara,Diploma,NVQ Level 3,1.7,"Sinhala,English",Elderly care,Looking after,Hourly,42906.0,Accepted
24,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,31122.0,Rejected
37,Male,Matara,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Live-in,63082.0,Rejected
29,Female,Colombo,Diploma,NVQ Level 3,2.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,77717.0,Accepted
41,Male,Vavuniya,Diploma,NVQ Level 3,5.8,"Sinhala,English",Disability care,All-around,Full-day,23669.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,2.6,"Sinhala,English",Elderly care,Looking after,Hourly,20611.0,Accepted
27,Male,Kegalle,Diploma,NVQ Level 3,0.4,"Sinhala,English",Patient care,Supervising,Hourly,23765.0,Accepted
33,Male,Gampaha,Secondary/Diploma,Short caregiving course,3.3,"Sinhala,English",Disability care,Looking after,Half-day,21647.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,19399.0,Rejected
28,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,21466.0,Rejected
36,Male,Colombo,Diploma,NVQ Level 3,2.7,"Sinhala,English",Elderly care,All-around,Hourly,19594.0,Accepted
34,Male,Matara,Secondary/Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Live-in,67088.0,Rejected
40,Male,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,15963.0,Accepted
36,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",2.9,"Sinhala,English",Elderly care,Looking after,Half-day,58199.0,Accepted
36,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,5091.0,Accepted
31,Male,Kurunegala,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,37603.0,Rejected
36,Male,Colombo,Diploma,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Full-day,55504.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 4,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,45479.0,Rejected
